GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_04288	1.1166	0.9120	0.9833	0.8900	0.9364	0.9436	1.0051	1.0405	0.9967	0.9260	0.8093	1.0785	0.8984	0.9185	0.8867	0.9151	0.8808	0.9253	1.0068	0.9621	0.9876	1.0038	0.9585	0.9993	1.1233	1.0305	1.1009	1.0631	0.9968	1.1001	1.1838	1.0571	1.1029	1.0243	0.9766	0.9928	1.3485	1.1104	1.0815	1.2315	1.0443	1.0718	1.0305	1.0671	1.0354	1.0837	1.0273	1.1045	1.0434	1.0537	1.1024	1.0707
CLUG_04289	1.0255	0.9325	0.9654	0.9347	0.9787	0.9329	1.0517	0.9872	1.0373	0.9988	0.9460	1.0269	0.9534	0.9295	0.9689	0.9530	0.9523	0.8906	0.9852	0.9771	0.9722	0.9156	1.0120	0.9280	1.0752	1.0366	1.1095	1.0271	0.9459	1.0081	1.0859	1.0503	1.0062	1.0441	0.9914	1.0016	1.0104	1.1040	1.0183	1.2091	1.0545	1.0168	1.0103	1.0202	1.0858	1.0042	1.0091	1.1006	0.9752	1.0099	1.0318	0.9742
CLUG_04290	0.8844	0.8256	0.8391	0.8771	0.9038	0.8733	0.9090	0.8859	0.8499	0.9233	0.9358	0.9170	0.8643	0.8249	0.8718	0.7928	0.9138	0.9512	0.9152	0.9026	0.8612	0.8079	0.8351	0.8944	1.0377	0.9555	1.0399	0.9663	0.9087	0.9710	0.9793	0.9532	0.9390	0.9560	0.9245	0.9479	1.0811	1.0383	0.9778	1.1499	0.9286	0.9822	0.9947	0.9563	0.9704	0.9685	0.9123	1.0124	0.8927	0.9604	1.0138	0.9264
CLUG_04291	1.1052	0.9075	1.0920	0.9607	1.1910	0.8891	1.0344	0.9884	0.9528	0.9567	1.1089	1.2360	1.0613	0.9424	1.0561	1.0839	0.7990	0.9899	1.0808	1.0114	0.9366	1.0221	1.1160	1.0759	1.2169	0.9925	1.0792	0.9832	0.9535	0.9927	1.0793	0.9759	0.9873	1.0665	0.8559	0.9790	0.8590	0.9788	0.9299	1.1913	1.0062	0.9692	0.9926	0.9956	1.0328	1.0062	1.0948	1.0906	1.0684	0.9987	0.9912	0.9610
CLUG_04292	0.9898	0.8473	0.8655	0.9576	0.9094	0.8738	0.9474	0.8770	1.0677	0.9859	0.8336	1.0161	0.9645	0.9097	0.8877	0.8584	0.9827	0.9569	1.0199	0.9297	0.8831	0.9971	0.9060	0.9880	1.0751	1.0367	1.0613	0.9595	0.9428	1.0037	1.0186	1.0524	1.0082	1.0245	0.9053	0.9797	1.0118	1.0182	0.9801	1.2203	1.0185	1.0183	0.9957	1.0778	1.0712	1.0130	0.9992	1.0720	1.0046	1.0464	1.0126	0.9941
CLUG_04293	0.9545	0.8398	0.8838	0.9249	0.9698	0.9145	0.9304	0.9546	0.9634	0.9720	0.9511	0.9339	0.9607	0.8919	0.8852	0.8646	0.9548	0.9132	0.9902	0.9280	0.9633	0.8812	0.9145	0.8768	1.0501	0.9772	1.0300	0.9798	0.9122	0.9650	1.0242	1.0138	0.9878	0.9998	0.9326	0.9001	1.0272	1.0072	0.9807	1.1856	0.9675	0.9865	1.0081	0.9249	0.9966	0.9177	0.9298	1.0918	0.9315	0.9319	0.9876	0.9469
CLUG_04294	0.8875	0.8892	0.9500	0.8937	0.8480	0.9083	0.9161	0.8777	0.9171	0.9105	0.8630	0.8755	0.9221	0.8496	0.8717	0.8074	0.9429	0.9109	0.9115	0.8717	0.9259	0.8242	0.9215	0.8486	1.0380	0.9926	1.0548	0.9628	0.8945	0.9282	1.0794	1.0389	0.9788	0.9881	0.9628	0.9819	1.1041	1.1419	0.9674	1.2455	1.0355	0.9378	1.0019	0.9807	0.9679	0.9663	0.9957	1.0851	0.9697	0.9360	0.9996	1.0055
CLUG_04295	0.9345	0.9163	0.9440	1.0201	0.9886	0.9510	0.9937	1.0268	0.9677	1.0100	0.9775	1.0097	0.9803	0.9457	0.9405	0.9954	0.9697	0.9246	1.0324	0.9340	0.9583	0.9618	1.0072	0.9318	1.0716	1.0306	1.0737	0.9751	0.9361	0.9379	1.0561	1.0797	0.9953	0.9982	0.9523	0.9538	0.9926	1.0842	1.0037	1.2451	1.0190	1.0125	0.9969	0.9909	1.0460	0.9805	0.9854	1.1552	0.9709	1.0122	1.0025	0.9778
CLUG_04296	0.8425	0.8056	0.8268	0.8552	0.8973	0.8719	0.8891	0.8674	0.8809	0.8937	0.7995	0.9351	0.9382	0.8215	0.8057	0.7968	0.8268	0.8315	0.9508	0.9256	0.8157	0.8529	0.8605	0.8805	1.0082	1.0495	1.0291	1.0217	0.9422	0.9902	1.0362	1.0750	1.0182	1.0038	0.9312	1.0242	1.2954	1.1576	1.0797	1.2902	1.0872	0.9933	1.0210	1.0475	1.0636	1.0180	1.0349	1.0890	1.0816	1.0146	1.0567	0.9650
CLUG_04297	0.9822	0.9594	1.0135	0.9958	1.0320	0.9328	1.0244	1.0148	1.0189	1.0738	1.0571	1.0473	0.9962	0.9829	1.0118	0.9870	1.0377	0.9641	0.9987	0.9985	0.9900	0.9331	1.0816	1.0114	1.0676	1.0382	1.0630	0.9922	0.9643	0.9717	1.1008	1.0785	1.0480	1.0599	0.9966	0.9941	1.0506	1.0622	1.0105	1.2651	1.0708	1.0567	1.0734	1.0202	1.0751	1.0273	1.0028	1.1473	1.0042	1.0402	1.0690	0.9812
CLUG_04298	0.8709	0.8640	0.8357	0.8652	0.8050	0.9527	0.8676	0.9024	0.9870	0.9733	0.9271	0.9786	0.9243	0.8730	0.8409	0.8526	0.8221	0.8730	0.9018	0.9025	0.8195	0.8034	0.9378	0.9072	0.9572	0.9027	0.9696	0.9328	0.8896	0.9271	0.9862	1.0320	1.0100	0.9712	0.9355	0.8748	0.8693	1.0044	0.9253	1.1885	0.9602	1.0005	0.9674	0.9272	0.9883	0.9343	0.9387	1.0541	0.9864	0.9896	0.9449	0.8438
CLUG_04299	0.9078	0.9094	0.7826	0.8554	0.8667	0.9647	0.8870	0.9228	1.0536	1.0025	0.9381	0.9326	0.9119	0.8829	0.8630	0.8910	0.8959	0.8778	0.9380	0.8958	0.8278	0.8242	0.8899	0.8800	0.9710	0.9390	0.9880	0.9463	0.8983	0.9422	0.9816	1.1132	1.0221	0.9408	0.9802	0.8947	0.9174	1.0516	0.8958	1.2079	0.9674	1.0165	0.9586	0.9782	1.0507	0.9470	0.9584	1.0958	1.0306	1.0176	0.9562	0.8949
CLUG_04300	0.9524	0.8201	0.8848	0.9417	0.8653	0.8784	0.9176	0.9364	0.9234	0.9579	0.9083	0.9113	0.8663	0.8454	0.8515	0.8570	0.8989	0.8836	0.9118	0.9136	0.8741	0.8701	0.8729	0.8622	0.9885	0.9384	1.0030	0.9161	0.8554	0.8942	0.9997	0.9901	0.9437	0.9286	0.8979	0.8883	1.0058	1.0016	0.9355	1.2060	0.9585	0.9480	0.9506	0.9682	1.0138	0.9565	0.9004	1.0488	0.9352	0.9689	0.9421	0.9406
CLUG_04301	1.0096	0.9713	0.9832	1.0027	0.9968	0.9625	1.0252	0.9302	1.0361	0.9989	1.0098	0.9884	0.9718	0.9340	0.9933	0.9992	0.9702	0.9640	1.0058	0.9830	0.9850	0.9949	1.0285	0.9435	1.0700	1.0195	1.0690	0.9630	0.9501	0.9820	1.0630	1.0430	0.9895	0.9851	0.9698	0.9524	0.9502	1.0707	0.9676	1.3229	0.9915	1.0162	1.0529	0.9559	1.0360	0.9827	0.9839	1.0956	1.0084	0.9692	1.0413	0.9949
CLUG_04302	0.9290	0.8405	0.8664	0.9616	0.9981	0.9118	0.9526	0.9759	1.0629	0.9016	0.9424	0.9399	0.9320	0.9071	0.8987	0.8992	0.9421	0.8258	0.9332	0.9269	0.9111	0.9014	0.9814	0.8968	1.0423	1.0284	1.0728	0.9781	0.8875	0.9466	1.0204	1.0147	0.9977	0.9622	0.9483	0.9460	1.0738	1.0826	0.9815	1.3066	0.9840	1.0147	1.0219	1.0023	1.0424	1.0032	0.9681	1.0821	1.0012	1.0282	1.0412	0.9715
CLUG_04303	1.0760	0.9244	0.9474	0.9934	1.0433	1.0109	1.0132	1.0258	0.9884	0.9651	1.0128	1.0026	1.0130	0.9791	1.0087	0.9560	0.9892	0.9609	1.0082	0.9713	0.9294	0.9270	0.9325	0.9814	1.0200	0.9985	1.0515	0.9233	0.9231	0.9548	1.0275	1.0289	0.9919	1.0140	0.9394	0.9466	0.8784	1.0023	0.9595	1.2906	1.0259	0.9757	1.0165	0.9599	0.9974	0.9757	0.9303	1.0598	1.0130	0.9356	0.9719	0.9554
CLUG_04304	0.9393	0.8438	0.9128	0.8885	0.9189	0.9126	0.9035	0.9367	0.9952	0.9323	0.9195	0.9673	0.9548	0.8632	0.9036	0.8776	0.9127	0.8429	0.9373	0.9458	0.8490	0.9244	0.9013	0.8531	0.9811	0.9196	1.0274	0.9047	0.8820	0.9113	1.0291	1.0053	0.9323	0.9358	0.9197	0.8920	0.9249	1.0104	0.9144	1.2977	0.9341	0.9795	0.9810	0.9913	1.0316	0.9108	0.9560	1.0514	0.9441	0.9701	0.9719	0.9635
CLUG_04305	0.8364	0.7737	0.7795	0.8762	0.8910	0.8738	0.9101	0.8307	0.8912	0.8663	0.7945	0.8933	0.7960	0.7880	0.8126	0.7419	0.8969	0.8042	0.7951	0.8300	0.8833	0.7796	0.8437	0.7671	0.9812	0.9250	0.9842	0.8884	0.8385	0.8541	0.9616	0.9841	0.9422	0.9243	0.8684	0.9290	1.0133	0.9638	0.9262	1.2879	0.9453	0.9392	0.9511	0.9239	0.9596	0.8960	0.9520	1.0427	0.8720	0.9617	0.9576	0.9432
CLUG_04306	0.8478	0.7918	0.8032	0.9002	0.9283	0.8955	0.9072	0.8610	0.9130	0.8784	0.8116	0.9068	0.8202	0.7905	0.8307	0.7715	0.9267	0.8009	0.8084	0.8443	0.8916	0.7941	0.8647	0.7830	0.9910	0.9377	0.9746	0.8890	0.8420	0.8629	0.9600	0.9824	0.9492	0.9224	0.8730	0.9317	1.0209	0.9712	0.9432	1.2947	0.9482	0.9440	0.9555	0.9308	0.9581	0.8992	0.9638	1.0521	0.8861	0.9636	0.9688	0.9457
CLUG_04307	0.8543	0.7828	0.9706	0.8619	0.8767	0.9051	0.9026	0.9092	0.9173	0.9285	0.8632	0.7920	0.8553	0.8563	0.8673	0.8045	0.8963	0.8552	0.9156	0.8978	0.8492	0.8454	0.9075	0.7609	0.9374	0.9154	0.9088	0.8632	0.8299	0.8494	0.9085	1.0089	0.9354	0.9618	0.8438	0.8686	0.9071	0.9872	0.8952	1.2381	0.9111	0.9090	0.9425	0.9162	0.9446	0.9027	0.9176	1.0298	0.9297	0.9790	0.9440	0.9153
CLUG_04308	0.9221	0.8315	0.8323	0.8699	0.9160	0.8880	0.9010	0.8525	0.8469	0.9355	0.8545	0.8719	0.9213	0.8455	0.8443	0.8395	0.8545	0.8415	0.8884	0.8890	0.8819	0.8467	0.8806	0.8129	0.9627	0.9293	0.9564	0.8753	0.8832	0.8836	0.9530	0.9471	0.9232	0.9376	0.8879	0.8656	0.9306	1.0175	0.9363	1.2888	0.9453	0.9455	0.9371	0.9485	0.9918	0.9378	0.9364	1.0638	0.9342	0.9438	0.9593	0.9034
CLUG_04309	0.8611	0.8266	0.8078	0.8613	0.8784	0.8599	0.8927	0.8531	0.8643	0.8046	0.8947	0.9390	0.8685	0.8519	0.7988	0.8021	0.9436	0.8758	0.9276	0.9038	0.8694	0.8294	0.9194	0.8496	1.0055	0.9078	0.9785	0.9079	0.8301	0.8826	1.0160	0.9907	0.9177	0.8805	0.9247	0.8886	1.0083	0.9240	0.9934	1.2532	0.9996	0.9335	1.0164	0.9762	0.9820	0.9393	0.8279	1.0706	0.9063	0.9413	0.9050	0.9880
CLUG_04310	0.8692	0.7520	0.7937	0.7715	0.8417	0.8242	0.8915	0.9063	0.8424	0.8333	0.8085	0.9323	0.8913	0.7976	0.8252	0.8391	0.7992	0.8597	0.9020	0.8611	0.8776	0.8239	0.9169	0.8569	0.9348	0.9229	0.9183	0.8669	0.8125	0.8636	0.9649	0.9314	0.8800	0.8869	0.8944	0.8609	0.8900	0.9251	0.8845	1.2939	0.9198	0.9582	0.9220	0.8912	0.9347	0.9023	0.8574	0.9620	0.9306	0.9585	0.9371	0.8926
CLUG_04311	0.9499	0.8736	0.8928	0.9942	0.8998	0.7991	0.8228	0.7320	1.0287	0.9792	0.9282	1.0185	1.0475	0.9581	0.9008	0.9102	0.8760	0.9984	1.0514	0.8705	0.8993	0.8185	0.8687	1.0468	0.8741	0.9495	0.9141	0.8499	0.9030	0.8874	0.9569	0.9781	0.9240	0.9659	0.8810	0.8026	1.0218	0.9366	0.9389	1.2538	0.9718	0.9736	0.9809	0.8771	1.0047	0.9836	0.8595	1.0039	0.9441	0.9826	1.0300	0.9303
CLUG_04312	1.0256	0.9162	0.9991	0.9241	0.9896	0.9529	0.9920	0.9890	1.0023	1.0031	0.9718	1.0255	1.0305	0.9379	0.9762	0.9681	1.0203	0.9430	0.9845	0.9645	0.9428	0.9145	0.9946	0.9346	1.0485	0.9877	1.0650	0.9541	0.9229	0.9647	1.0346	1.0184	0.9969	0.9810	0.9405	0.9680	0.9741	1.0847	0.9548	1.3496	1.0308	0.9933	1.0273	0.9919	1.0580	1.0067	0.9683	1.1376	0.9983	1.0257	1.0273	1.0046
CLUG_04313	0.9976	0.9059	0.8106	0.9352	0.9703	0.9409	1.0885	1.0118	0.9603	1.0430	0.9681	0.8680	1.1316	0.9120	0.9038	0.8687	0.9127	0.8747	0.9442	0.9434	0.9742	0.9292	0.9666	0.9149	0.9727	1.0105	0.9856	0.9062	0.9378	0.9990	0.9811	1.0736	0.9182	0.9360	0.9101	0.9517	1.0204	1.0408	1.0402	1.4215	1.0265	1.0174	1.0241	0.9817	1.0007	1.0247	1.0764	1.1302	1.0695	1.0101	1.0306	1.0014
CLUG_04314	0.8554	0.7935	0.7978	0.8494	0.8547	0.8625	0.8769	0.7941	0.8626	0.8832	0.8470	0.9269	0.8804	0.8066	0.8268	0.7444	0.8478	0.8386	0.8671	0.8385	0.8465	0.8126	0.8579	0.8170	0.9923	0.9625	0.9861	0.9139	0.8674	0.9267	0.9884	0.9758	0.9749	0.9346	0.9102	0.9490	1.0277	1.0353	0.9351	1.3684	0.9753	0.9479	0.9814	0.9961	1.0298	0.9829	0.9732	1.0768	0.9434	0.9664	0.9821	0.9412
CLUG_04315	0.8743	0.7873	0.8040	0.8638	0.8161	0.8214	0.8747	0.7243	0.9148	0.8783	0.7892	0.7520	0.8530	0.7772	0.8186	0.8317	0.8140	0.8557	0.8637	0.7961	0.8703	0.7972	0.8066	0.8909	0.8796	0.8178	0.9399	0.8607	0.7696	0.8357	0.9030	0.8827	0.8885	0.8377	0.8097	0.8650	0.8931	0.9323	0.8337	1.2594	0.8550	0.8653	0.8367	0.8652	0.9154	0.9439	0.8565	0.9333	0.8924	0.8661	0.8511	0.8891
CLUG_04316	0.8258	0.6970	0.7284	0.7475	0.7521	0.7610	0.7638	0.7998	0.7553	0.8197	0.7221	0.7466	0.7291	0.6885	0.7104	0.5890	0.7397	0.7600	0.7483	0.7552	0.6905	0.6913	0.7000	0.7484	0.8778	0.8999	0.9110	0.8430	0.8042	0.8707	0.8906	0.8393	0.8440	0.8770	0.8603	0.8956	1.1773	1.0076	0.8803	1.3706	0.8503	0.8912	0.9130	0.9166	0.9343	0.8703	0.9286	0.9870	0.9494	0.8955	0.9485	0.8786
CLUG_04317	0.8300	0.7313	0.8543	0.8718	0.8463	0.8567	0.8466	0.7643	0.8566	0.8543	0.7970	0.8307	0.8516	0.8259	0.7827	0.8602	0.8212	0.8348	0.8206	0.8190	0.7896	0.7993	0.7753	0.8395	0.9883	0.8853	0.9986	0.8794	0.8931	0.9917	0.9787	1.0048	0.9481	0.8397	0.8959	0.9801	1.1836	1.0727	1.0000	1.4766	0.9639	1.0204	1.0023	1.0332	1.0382	1.0103	0.9655	1.0391	1.0264	0.9774	0.9772	1.0006
CLUG_04318	0.8821	0.7594	0.8009	0.8718	0.8672	0.8717	0.8657	0.8666	0.8936	0.9029	0.8218	0.8552	0.8935	0.8364	0.8524	0.7762	0.8909	0.8651	0.8839	0.8587	0.8659	0.8320	0.9405	0.8838	0.9526	0.9224	0.9541	0.9291	0.8580	0.9230	0.9154	0.9862	0.9478	0.8905	0.8426	0.9189	1.0133	1.0001	0.8984	1.3783	0.9413	0.9313	0.9388	0.9364	0.9586	0.9077	0.8871	0.9841	0.8673	0.9301	0.9533	0.9368
CLUG_04319	0.9656	0.9064	0.9873	0.9721	0.8998	0.9230	0.9773	0.9770	1.0156	0.9787	0.9119	1.0170	0.9636	0.9296	0.9144	1.0402	0.8869	0.8725	1.0759	0.9319	0.9398	0.9172	0.9449	0.9255	0.9786	0.9370	1.0302	0.9327	0.8678	0.9394	0.9530	0.9478	0.9387	0.9587	0.9638	0.9331	0.8642	1.0417	0.9562	1.3828	0.9104	0.9727	1.0169	0.9474	1.0261	0.9471	0.9316	1.0060	0.9505	0.9610	0.9820	0.9354
CLUG_04320	0.8189	0.8434	0.7260	0.7768	0.7249	0.7620	0.6886	0.7364	0.8202	0.8166	0.9260	0.8365	0.8204	0.7861	0.7541	0.7751	0.7073	0.8281	0.7785	0.8385	0.7938	0.8221	0.6730	0.7430	0.8953	0.8579	0.9185	0.8532	0.7870	0.8905	0.8767	0.8929	0.7869	0.8339	0.8841	0.8563	1.0445	0.9476	0.8813	1.3021	0.8353	0.8255	0.8583	0.8593	0.8867	0.8815	0.8310	0.9458	0.8885	0.9228	0.9572	0.8199
CLUG_04321	0.8378	0.8232	0.8621	0.8975	0.9206	0.9124	0.8954	0.8870	0.8970	0.8853	0.8561	0.8488	0.8319	0.8377	0.8416	0.7927	0.8357	0.8363	0.8651	0.8542	0.8641	0.8646	0.9105	0.8574	0.9389	0.8718	0.9652	0.8897	0.8353	0.8877	0.9354	0.9460	0.9378	0.9239	0.8859	0.9287	0.9958	1.0253	0.9286	1.4558	0.9079	0.9620	0.9284	0.9510	0.9570	0.9532	0.8879	1.0062	0.9284	0.9528	0.9607	0.9451
CLUG_04322	0.8775	0.8057	0.8372	0.8373	0.8759	0.9196	0.8931	0.8831	0.8535	0.8545	0.8058	0.8627	0.9020	0.8535	0.8297	0.7404	0.8572	0.8225	0.8984	0.8952	0.8703	0.7504	0.8592	0.7768	0.9118	0.8383	0.9929	0.9156	0.8949	0.9457	0.9483	0.8987	0.9092	0.8991	0.8865	0.9785	1.0104	1.0092	0.9101	1.4386	1.0007	0.9856	0.9023	0.9341	0.9771	0.9089	0.9375	1.0280	1.0114	0.9381	1.0040	0.9866
CLUG_04323	0.8703	0.8163	0.8374	0.8418	0.8737	0.9278	0.8876	0.8700	0.8588	0.8682	0.8077	0.8506	0.9106	0.8503	0.8316	0.7230	0.8455	0.8210	0.8977	0.8950	0.8766	0.7437	0.8648	0.7621	0.9107	0.8404	0.9969	0.9162	0.8853	0.9546	0.9447	0.9003	0.8987	0.8992	0.8871	0.9778	1.0185	1.0047	0.9042	1.4483	1.0154	0.9892	0.9092	0.9306	0.9844	0.9131	0.9355	1.0262	1.0183	0.9466	1.0041	0.9825
CLUG_04324	0.9853	0.9523	1.0524	1.0147	1.0536	0.9903	1.0117	1.0428	1.0564	0.9969	1.0014	1.0515	1.0763	1.0219	1.0502	1.0745	0.9972	0.9970	0.9979	1.0097	1.0027	1.0128	0.9521	0.9906	0.9760	1.0017	1.0368	0.9605	0.8819	0.9753	1.0256	0.9904	1.0079	0.9851	0.9504	0.9914	0.8227	1.0258	0.9638	1.5000	0.9998	0.9823	0.9831	1.0049	1.0266	1.0051	0.9452	1.0828	1.0183	0.9900	1.0225	0.9976
CLUG_04325	0.8861	0.8359	0.8778	0.8933	0.9107	0.8276	0.8762	0.7978	0.8610	0.8627	0.8317	0.8620	0.8500	0.7992	0.7820	0.8031	0.8801	0.9067	0.9504	0.8537	0.8356	0.7605	0.8485	0.7986	0.8654	0.8578	0.9058	0.8584	0.8307	0.9179	0.9159	0.8804	0.8906	0.8861	0.8734	0.8756	0.8815	0.9243	0.8780	1.3682	0.8903	0.9093	0.8860	0.8672	0.9457	0.9073	0.9098	1.0046	0.8769	0.9134	0.8989	0.9246
CLUG_04326	0.8581	0.8206	0.8143	0.8738	0.8614	0.8833	0.8652	0.9174	0.9074	0.8896	0.8192	0.8372	0.8172	0.8356	0.8237	0.8658	0.8652	0.7810	0.9181	0.8510	0.8403	0.7883	0.8564	0.8162	0.8834	0.8416	0.9023	0.8642	0.8048	0.8657	0.9150	0.8954	0.8772	0.8740	0.8913	0.8600	0.8867	0.9736	0.8482	1.3765	0.8734	0.9000	0.9446	0.8656	0.9314	0.8714	0.8288	0.9833	0.8697	0.9040	0.9354	0.8788
CLUG_04327	0.8628	0.8200	0.7958	0.8345	0.8657	0.9446	0.9377	0.7961	0.8697	0.9105	0.8233	0.9361	0.8767	0.8695	0.8267	0.7979	0.9507	0.7863	0.8878	0.9080	0.8452	0.7478	0.7953	0.8703	0.9679	0.9269	0.9961	0.9343	0.8508	0.9253	0.9924	0.9782	0.9910	0.9755	0.9181	0.9464	0.9999	1.0321	0.9734	1.4882	1.0223	0.9965	1.0009	1.0269	1.0217	0.9630	0.8441	1.1071	1.0751	1.0039	1.0171	0.9614
CLUG_04328	0.9555	0.8778	0.9462	0.8723	0.8325	0.8502	0.8541	0.8796	1.0610	0.8593	1.0033	0.8725	0.9980	0.8342	0.9277	0.9380	0.7796	0.9715	0.9309	0.8907	0.8400	0.9539	0.9908	0.8855	1.0388	0.9140	1.0073	0.9337	0.9476	0.8779	1.0208	0.9377	0.9231	0.9607	0.9926	0.9728	0.7517	0.9532	0.9691	1.5924	1.0354	1.0456	0.9133	1.0017	0.9196	0.9613	0.9752	1.1376	0.9671	0.9988	0.9981	0.9516
CLUG_04329	0.8894	0.7843	0.8175	0.8703	0.8609	0.7996	0.8391	0.8436	0.9324	0.8502	0.8306	0.8740	0.8658	0.8371	0.8463	0.8316	0.8518	0.8538	0.8662	0.8377	0.8138	0.7809	0.8334	0.8088	0.8600	0.8460	0.9298	0.9034	0.8545	0.8291	0.9333	0.8714	0.8745	0.9032	0.9411	0.8945	0.9144	0.9875	0.8646	1.4097	0.8497	0.8921	0.8912	0.8992	0.9559	0.8796	0.8620	0.9855	0.8272	0.9332	0.9230	0.9136
CLUG_04330	0.8507	0.9452	0.8072	0.7978	0.8250	0.8826	0.8938	0.8751	0.9315	0.8654	0.7688	0.7601	0.8436	0.8159	0.8221	0.7567	0.8732	0.8175	0.8531	0.8903	0.8409	0.7932	0.8476	0.7823	0.9185	0.9010	0.9441	0.9570	0.8324	0.9111	1.0475	0.9060	0.9085	0.9719	0.9082	0.9530	1.0165	1.0629	0.9451	1.5370	0.9272	0.9603	0.9826	0.9718	0.9604	0.9725	0.9655	1.0426	0.9637	0.9703	0.9050	0.9707
CLUG_04331	0.6489	0.5828	0.6055	0.7296	0.7496	0.6058	0.7004	0.7146	0.6989	0.7470	0.7629	0.7284	0.7334	0.6637	0.6779	0.6447	0.6937	0.6436	0.6774	0.7339	0.6207	0.6422	0.6272	0.6486	0.8098	0.7132	0.7920	0.8320	0.7443	0.8279	0.8368	0.8186	0.7918	0.7501	0.8803	0.7984	0.9511	0.8408	0.7832	1.2928	0.8745	0.8185	0.8647	0.8260	0.8827	0.7711	0.8176	0.8872	0.8293	0.7880	0.8434	0.8264
CLUG_04332	0.7653	0.6423	0.7039	0.6696	0.6715	0.6879	0.6689	0.6758	0.6977	0.7584	0.6942	0.7380	0.6970	0.6375	0.6574	0.5656	0.6934	0.7301	0.6947	0.7248	0.7242	0.6853	0.6996	0.7018	0.8917	0.8645	0.9095	0.8763	0.8003	0.8913	0.8630	0.8787	0.8741	0.8942	0.8710	0.9017	1.2686	0.9754	0.8883	1.4860	0.8928	0.9009	0.9705	0.8967	0.9445	0.9394	0.8824	1.0060	0.9613	0.9049	0.9199	0.9072
CLUG_04333	0.7304	0.6715	0.6935	0.7453	0.7888	0.7779	0.7959	0.8521	0.8246	0.8355	0.7344	0.7537	0.7969	0.7803	0.7686	0.6418	0.7402	0.8197	0.8689	0.7997	0.6973	0.7517	0.7695	0.7487	0.8376	0.8118	0.8615	0.8423	0.7780	0.8329	0.7992	0.8090	0.8687	0.8498	0.8538	0.8530	0.8604	0.8928	0.8732	1.4473	0.8401	0.8634	0.9066	0.8549	0.9084	0.8912	0.8245	0.9206	0.8570	0.8125	0.8617	0.8502
CLUG_04334	0.7713	0.7203	0.7942	0.7465	0.7692	0.7296	0.8012	0.7851	0.7959	0.8225	0.7882	0.7686	0.8031	0.7341	0.7409	0.7156	0.7689	0.7703	0.8002	0.7795	0.7649	0.7532	0.7913	0.7048	0.8810	0.8404	0.8918	0.9058	0.8342	0.8403	0.9039	0.8688	0.8818	0.8705	0.8805	0.9049	1.0613	0.9550	0.8903	1.4789	0.8832	0.8696	0.9195	0.9266	0.8980	0.9457	0.8648	1.0115	0.9323	0.9153	0.8953	0.8581
CLUG_04335	0.8361	0.8305	0.8585	0.8215	0.8377	0.8335	0.8541	0.8493	0.8511	0.9365	0.8292	0.8434	0.7904	0.7847	0.8390	0.8371	0.8410	0.9269	0.8909	0.8994	0.8971	0.7971	0.8760	0.8248	0.9724	0.8793	0.9192	0.9436	0.8524	0.9715	0.9044	0.8952	0.9047	0.9204	0.9171	0.9536	0.9884	0.9942	0.9458	1.5806	0.8859	0.9199	0.9378	0.9363	0.9484	0.9348	0.8603	1.0626	0.9497	0.9440	0.9408	0.8979
CLUG_04336	0.8173	0.7867	0.8511	0.7870	0.8323	0.7549	0.8138	0.8348	0.8597	0.8367	0.7854	0.8310	0.7897	0.7811	0.7766	0.7743	0.8559	0.7670	0.8544	0.8286	0.8041	0.7923	0.8066	0.7776	0.8793	0.8397	0.8920	0.8702	0.8297	0.8731	0.8627	0.8369	0.8725	0.8619	0.8360	0.8765	0.9352	0.9730	0.8696	1.4619	0.8659	0.8629	0.8962	0.9049	0.9209	0.9004	0.8713	1.0097	0.8922	0.9050	0.9135	0.9081
CLUG_04337	0.9014	0.8504	0.9135	0.9850	0.9307	0.9267	0.9895	0.8867	0.8365	0.9070	0.9927	0.9575	0.9409	0.9552	0.9203	0.8790	0.9434	0.9800	0.9316	0.9626	0.9548	0.8366	0.9193	0.9728	0.9469	0.8404	0.9560	0.9010	0.9109	0.9716	0.9529	0.9403	0.8900	0.9854	0.9690	0.8889	0.8896	1.0458	0.9292	1.5796	0.9114	0.9728	0.9342	0.9654	0.9585	0.9432	0.8944	1.0536	0.9900	0.9292	0.9447	0.9759
