GENE	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_01343	1.1024	ctl1.AL1B	L	A
CLUG_01343	1.1357	ctl2.AL1B	L	A
CLUG_01343	1.0874	ctl3.C9L1	UNK	C
CLUG_01344	1.0638	A10.L4C	L	A
CLUG_01344	1.0374	A11.L11G	L	A
CLUG_01344	1.0779	A12.L10B	L	A
CLUG_01344	1.1267	A13.L3B	L	A
CLUG_01344	1.0482	A14.L4E	L	A
CLUG_01344	1.0093	A15.L4G	L	A
CLUG_01344	1.1159	A16.L7C	L	A
CLUG_01344	1.0705	A17.L1B	L	A
CLUG_01344	1.1063	A18.S4H	S	A
CLUG_01344	1.1443	A19.S3B	S	A
CLUG_01344	1.0406	A2.U10A	U	A
CLUG_01344	1.0932	A20.S1E	S	A
CLUG_01344	1.1700	A21.S8A	S	A
CLUG_01344	1.0957	A22.UpperP	U	A
CLUG_01344	1.1639	A23.LowerP	L	A
CLUG_01344	1.1566	A24.SputuP	S	A
CLUG_01344	1.0609	A3.U3G	U	A
CLUG_01344	1.1213	A4.U3B	U	A
CLUG_01344	1.0618	A5.U10D	U	A
CLUG_01344	1.0731	A6.U5C	U	A
CLUG_01344	1.0574	A7.U3E	U	A
CLUG_01344	1.0404	A8.U2E	U	A
CLUG_01344	1.1518	A9.L3D	L	A
CLUG_01344	1.1214	ATCC42720	UNK	ATCC42720
CLUG_01344	1.1945	B16.1310D	UNK	B
CLUG_01344	1.2730	B17.1311G	UNK	B
CLUG_01344	1.1186	B18.1312G	UNK	B
CLUG_01344	1.1473	B19.1310A	UNK	B
CLUG_01344	1.1011	B20.1311A	UNK	B
CLUG_01344	1.1320	B21.1312A	UNK	B
CLUG_01344	1.1132	B22.134E	UNK	B
CLUG_01344	1.0927	B23.133H	UNK	B
CLUG_01344	1.1020	B24.133F	UNK	B
CLUG_01344	1.2255	B25.135C	UNK	B
CLUG_01344	1.0767	B26.131A	UNK	B
CLUG_01344	1.0831	B27.136A	UNK	B
CLUG_01344	1.0068	B28.13UM	UNK	B
CLUG_01344	1.3018	C10.9M3	UNK	C
CLUG_01344	1.1401	C11.9M41	UNK	C
CLUG_01344	1.1602	C12.9U1	UNK	C
CLUG_01344	1.1050	C13.9U2	UNK	C
CLUG_01344	1.0807	C14.9U3	UNK	C
CLUG_01344	1.1570	C15.9U4s	UNK	C
CLUG_01344	1.1984	C4.9L1	UNK	C
CLUG_01344	1.2406	C5.9L2	UNK	C
CLUG_01344	1.1012	C6.9L3	UNK	C
CLUG_01344	1.1678	C7.9L4	UNK	C
CLUG_01344	1.3065	C8.9M1	UNK	C
CLUG_01344	1.1192	C9.9M2	UNK	C
CLUG_01344	1.1474	ctl1.AL1B	L	A
CLUG_01344	1.1691	ctl2.AL1B	L	A
CLUG_01344	1.1658	ctl3.C9L1	UNK	C
CLUG_01345	0.9286	A10.L4C	L	A
CLUG_01345	0.9233	A11.L11G	L	A
CLUG_01345	0.8660	A12.L10B	L	A
CLUG_01345	0.8496	A13.L3B	L	A
CLUG_01345	0.9074	A14.L4E	L	A
CLUG_01345	0.9109	A15.L4G	L	A
CLUG_01345	0.9555	A16.L7C	L	A
CLUG_01345	0.8536	A17.L1B	L	A
CLUG_01345	0.9413	A18.S4H	S	A
CLUG_01345	1.0575	A19.S3B	S	A
CLUG_01345	0.9280	A2.U10A	U	A
CLUG_01345	0.8371	A20.S1E	S	A
CLUG_01345	0.9642	A21.S8A	S	A
CLUG_01345	0.9419	A22.UpperP	U	A
CLUG_01345	0.8799	A23.LowerP	L	A
CLUG_01345	0.8445	A24.SputuP	S	A
CLUG_01345	0.9411	A3.U3G	U	A
CLUG_01345	0.8905	A4.U3B	U	A
CLUG_01345	0.9490	A5.U10D	U	A
CLUG_01345	0.9109	A6.U5C	U	A
CLUG_01345	0.9408	A7.U3E	U	A
CLUG_01345	0.9524	A8.U2E	U	A
CLUG_01345	0.9476	A9.L3D	L	A
CLUG_01345	0.9541	ATCC42720	UNK	ATCC42720
CLUG_01345	1.1362	B16.1310D	UNK	B
CLUG_01345	1.0993	B17.1311G	UNK	B
CLUG_01345	1.0333	B18.1312G	UNK	B
CLUG_01345	1.1112	B19.1310A	UNK	B
CLUG_01345	1.0193	B20.1311A	UNK	B
CLUG_01345	1.0769	B21.1312A	UNK	B
CLUG_01345	1.0831	B22.134E	UNK	B
CLUG_01345	1.0089	B23.133H	UNK	B
CLUG_01345	1.0048	B24.133F	UNK	B
CLUG_01345	1.0893	B25.135C	UNK	B
CLUG_01345	1.0323	B26.131A	UNK	B
CLUG_01345	1.0547	B27.136A	UNK	B
CLUG_01345	1.2630	B28.13UM	UNK	B
CLUG_01345	1.2844	C10.9M3	UNK	C
CLUG_01345	1.1721	C11.9M41	UNK	C
CLUG_01345	1.1669	C12.9U1	UNK	C
CLUG_01345	1.0314	C13.9U2	UNK	C
CLUG_01345	1.0332	C14.9U3	UNK	C
CLUG_01345	1.0492	C15.9U4s	UNK	C
CLUG_01345	1.1353	C4.9L1	UNK	C
CLUG_01345	1.1517	C5.9L2	UNK	C
CLUG_01345	1.0596	C6.9L3	UNK	C
CLUG_01345	1.0594	C7.9L4	UNK	C
CLUG_01345	1.2478	C8.9M1	UNK	C
CLUG_01345	1.1021	C9.9M2	UNK	C
CLUG_01345	1.1213	ctl1.AL1B	L	A
CLUG_01345	1.0558	ctl2.AL1B	L	A
CLUG_01345	1.0581	ctl3.C9L1	UNK	C
CLUG_01346	0.8810	A10.L4C	L	A
CLUG_01346	0.8588	A11.L11G	L	A
CLUG_01346	0.8567	A12.L10B	L	A
CLUG_01346	0.8436	A13.L3B	L	A
CLUG_01346	0.8642	A14.L4E	L	A
CLUG_01346	0.8788	A15.L4G	L	A
CLUG_01346	0.9166	A16.L7C	L	A
CLUG_01346	0.7665	A17.L1B	L	A
CLUG_01346	0.9284	A18.S4H	S	A
CLUG_01346	1.0044	A19.S3B	S	A
CLUG_01346	0.9158	A2.U10A	U	A
CLUG_01346	0.8354	A20.S1E	S	A
CLUG_01346	0.9150	A21.S8A	S	A
CLUG_01346	0.9187	A22.UpperP	U	A
CLUG_01346	0.8644	A23.LowerP	L	A
CLUG_01346	0.8106	A24.SputuP	S	A
CLUG_01346	0.8742	A3.U3G	U	A
CLUG_01346	0.8826	A4.U3B	U	A
CLUG_01346	0.9749	A5.U10D	U	A
CLUG_01346	0.8835	A6.U5C	U	A
CLUG_01346	0.9168	A7.U3E	U	A
CLUG_01346	0.9618	A8.U2E	U	A
CLUG_01346	0.8845	A9.L3D	L	A
CLUG_01346	0.9032	ATCC42720	UNK	ATCC42720
CLUG_01346	1.1119	B16.1310D	UNK	B
CLUG_01346	1.0259	B17.1311G	UNK	B
CLUG_01346	0.9667	B18.1312G	UNK	B
CLUG_01346	1.0436	B19.1310A	UNK	B
CLUG_01346	0.9744	B20.1311A	UNK	B
CLUG_01346	1.0063	B21.1312A	UNK	B
CLUG_01346	1.0466	B22.134E	UNK	B
CLUG_01346	1.0140	B23.133H	UNK	B
CLUG_01346	0.9580	B24.133F	UNK	B
CLUG_01346	1.0266	B25.135C	UNK	B
CLUG_01346	1.0042	B26.131A	UNK	B
CLUG_01346	1.0311	B27.136A	UNK	B
CLUG_01346	1.2565	B28.13UM	UNK	B
CLUG_01346	1.2482	C10.9M3	UNK	C
CLUG_01346	1.1487	C11.9M41	UNK	C
CLUG_01346	1.1494	C12.9U1	UNK	C
CLUG_01346	0.9868	C13.9U2	UNK	C
CLUG_01346	0.9875	C14.9U3	UNK	C
CLUG_01346	1.0165	C15.9U4s	UNK	C
CLUG_01346	1.1233	C4.9L1	UNK	C
CLUG_01346	1.0828	C5.9L2	UNK	C
CLUG_01346	1.0002	C6.9L3	UNK	C
CLUG_01346	0.9881	C7.9L4	UNK	C
CLUG_01346	1.1761	C8.9M1	UNK	C
CLUG_01346	1.0064	C9.9M2	UNK	C
CLUG_01346	1.0828	ctl1.AL1B	L	A
CLUG_01346	0.9940	ctl2.AL1B	L	A
CLUG_01346	1.0211	ctl3.C9L1	UNK	C
CLUG_01347	0.9187	A10.L4C	L	A
CLUG_01347	0.8957	A11.L11G	L	A
CLUG_01347	0.8794	A12.L10B	L	A
CLUG_01347	0.8018	A13.L3B	L	A
CLUG_01347	0.9045	A14.L4E	L	A
CLUG_01347	0.8682	A15.L4G	L	A
CLUG_01347	0.8128	A16.L7C	L	A
CLUG_01347	0.7989	A17.L1B	L	A
CLUG_01347	0.8404	A18.S4H	S	A
CLUG_01347	1.0638	A19.S3B	S	A
CLUG_01347	0.9360	A2.U10A	U	A
CLUG_01347	0.8236	A20.S1E	S	A
CLUG_01347	0.9079	A21.S8A	S	A
CLUG_01347	0.9838	A22.UpperP	U	A
CLUG_01347	0.8028	A23.LowerP	L	A
CLUG_01347	0.7390	A24.SputuP	S	A
CLUG_01347	0.9117	A3.U3G	U	A
CLUG_01347	0.8381	A4.U3B	U	A
CLUG_01347	0.8010	A5.U10D	U	A
CLUG_01347	0.8823	A6.U5C	U	A
CLUG_01347	0.9253	A7.U3E	U	A
CLUG_01347	0.8986	A8.U2E	U	A
CLUG_01347	0.9195	A9.L3D	L	A
CLUG_01347	0.9444	ATCC42720	UNK	ATCC42720
CLUG_01347	1.1147	B16.1310D	UNK	B
CLUG_01347	1.1150	B17.1311G	UNK	B
CLUG_01347	1.0542	B18.1312G	UNK	B
CLUG_01347	1.1195	B19.1310A	UNK	B
CLUG_01347	1.0099	B20.1311A	UNK	B
CLUG_01347	1.0791	B21.1312A	UNK	B
CLUG_01347	1.0892	B22.134E	UNK	B
CLUG_01347	0.9454	B23.133H	UNK	B
CLUG_01347	0.9586	B24.133F	UNK	B
CLUG_01347	1.1027	B25.135C	UNK	B
CLUG_01347	1.0341	B26.131A	UNK	B
CLUG_01347	1.0100	B27.136A	UNK	B
CLUG_01347	1.3376	B28.13UM	UNK	B
CLUG_01347	1.3647	C10.9M3	UNK	C
CLUG_01347	1.2186	C11.9M41	UNK	C
CLUG_01347	1.1910	C12.9U1	UNK	C
CLUG_01347	1.0422	C13.9U2	UNK	C
CLUG_01347	1.0230	C14.9U3	UNK	C
CLUG_01347	1.0818	C15.9U4s	UNK	C
CLUG_01347	1.0871	C4.9L1	UNK	C
CLUG_01347	1.1747	C5.9L2	UNK	C
CLUG_01347	1.0871	C6.9L3	UNK	C
CLUG_01347	1.0519	C7.9L4	UNK	C
CLUG_01347	1.2508	C8.9M1	UNK	C
CLUG_01347	1.1367	C9.9M2	UNK	C
CLUG_01347	1.0761	ctl1.AL1B	L	A
CLUG_01347	1.0729	ctl2.AL1B	L	A
CLUG_01347	1.0282	ctl3.C9L1	UNK	C
CLUG_01348	1.0408	A10.L4C	L	A
CLUG_01348	1.0417	A11.L11G	L	A
CLUG_01348	1.0367	A12.L10B	L	A
CLUG_01348	1.0583	A13.L3B	L	A
CLUG_01348	1.0284	A14.L4E	L	A
CLUG_01348	0.9911	A15.L4G	L	A
CLUG_01348	1.0702	A16.L7C	L	A
CLUG_01348	1.0850	A17.L1B	L	A
CLUG_01348	1.0705	A18.S4H	S	A
CLUG_01348	1.1257	A19.S3B	S	A
CLUG_01348	1.0053	A2.U10A	U	A
CLUG_01348	0.9528	A20.S1E	S	A
CLUG_01348	1.1097	A21.S8A	S	A
CLUG_01348	1.0885	A22.UpperP	U	A
CLUG_01348	1.0756	A23.LowerP	L	A
CLUG_01348	1.0914	A24.SputuP	S	A
CLUG_01348	1.0513	A3.U3G	U	A
CLUG_01348	1.0754	A4.U3B	U	A
CLUG_01348	1.0954	A5.U10D	U	A
CLUG_01348	1.0286	A6.U5C	U	A
CLUG_01348	1.0236	A7.U3E	U	A
CLUG_01348	1.0554	A8.U2E	U	A
CLUG_01348	1.0274	A9.L3D	L	A
CLUG_01348	1.0305	ATCC42720	UNK	ATCC42720
CLUG_01348	1.1303	B16.1310D	UNK	B
CLUG_01348	1.2045	B17.1311G	UNK	B
CLUG_01348	1.0841	B18.1312G	UNK	B
CLUG_01348	1.1117	B19.1310A	UNK	B
CLUG_01348	1.0611	B20.1311A	UNK	B
CLUG_01348	1.0791	B21.1312A	UNK	B
CLUG_01348	1.1192	B22.134E	UNK	B
CLUG_01348	1.0635	B23.133H	UNK	B
CLUG_01348	1.0466	B24.133F	UNK	B
CLUG_01348	1.1180	B25.135C	UNK	B
CLUG_01348	1.0467	B26.131A	UNK	B
CLUG_01348	1.0152	B27.136A	UNK	B
CLUG_01348	1.0403	B28.13UM	UNK	B
CLUG_01348	1.2527	C10.9M3	UNK	C
CLUG_01348	1.1317	C11.9M41	UNK	C
CLUG_01348	1.1157	C12.9U1	UNK	C
CLUG_01348	1.0573	C13.9U2	UNK	C
CLUG_01348	1.0879	C14.9U3	UNK	C
CLUG_01348	1.0777	C15.9U4s	UNK	C
CLUG_01348	1.1439	C4.9L1	UNK	C
CLUG_01348	1.1845	C5.9L2	UNK	C
CLUG_01348	1.0948	C6.9L3	UNK	C
CLUG_01348	1.0976	C7.9L4	UNK	C
CLUG_01348	1.2881	C8.9M1	UNK	C
CLUG_01348	1.1141	C9.9M2	UNK	C
CLUG_01348	1.1080	ctl1.AL1B	L	A
CLUG_01348	1.0817	ctl2.AL1B	L	A
CLUG_01348	1.0840	ctl3.C9L1	UNK	C
CLUG_01349	1.1396	A10.L4C	L	A
CLUG_01349	1.1206	A11.L11G	L	A
CLUG_01349	1.0611	A12.L10B	L	A
CLUG_01349	1.0750	A13.L3B	L	A
CLUG_01349	1.0792	A14.L4E	L	A
CLUG_01349	1.0011	A15.L4G	L	A
CLUG_01349	1.1140	A16.L7C	L	A
CLUG_01349	1.0121	A17.L1B	L	A
CLUG_01349	1.1010	A18.S4H	S	A
CLUG_01349	1.1963	A19.S3B	S	A
CLUG_01349	1.0339	A2.U10A	U	A
CLUG_01349	1.0759	A20.S1E	S	A
CLUG_01349	1.1176	A21.S8A	S	A
CLUG_01349	1.1306	A22.UpperP	U	A
CLUG_01349	1.1468	A23.LowerP	L	A
CLUG_01349	1.1363	A24.SputuP	S	A
CLUG_01349	1.1304	A3.U3G	U	A
CLUG_01349	1.1463	A4.U3B	U	A
CLUG_01349	1.1533	A5.U10D	U	A
CLUG_01349	1.0509	A6.U5C	U	A
CLUG_01349	1.0843	A7.U3E	U	A
CLUG_01349	1.1015	A8.U2E	U	A
CLUG_01349	1.0969	A9.L3D	L	A
CLUG_01349	1.0608	ATCC42720	UNK	ATCC42720
CLUG_01349	1.2182	B16.1310D	UNK	B
CLUG_01349	1.2716	B17.1311G	UNK	B
CLUG_01349	1.1212	B18.1312G	UNK	B
CLUG_01349	1.1657	B19.1310A	UNK	B
CLUG_01349	1.1156	B20.1311A	UNK	B
CLUG_01349	1.1268	B21.1312A	UNK	B
CLUG_01349	1.1759	B22.134E	UNK	B
CLUG_01349	1.0654	B23.133H	UNK	B
CLUG_01349	1.0850	B24.133F	UNK	B
CLUG_01349	1.1767	B25.135C	UNK	B
CLUG_01349	1.0986	B26.131A	UNK	B
CLUG_01349	1.0753	B27.136A	UNK	B
CLUG_01349	1.0379	B28.13UM	UNK	B
CLUG_01349	1.3048	C10.9M3	UNK	C
CLUG_01349	1.1536	C11.9M41	UNK	C
CLUG_01349	1.1463	C12.9U1	UNK	C
CLUG_01349	1.0539	C13.9U2	UNK	C
CLUG_01349	1.1270	C14.9U3	UNK	C
CLUG_01349	1.1082	C15.9U4s	UNK	C
CLUG_01349	1.2211	C4.9L1	UNK	C
CLUG_01349	1.2647	C5.9L2	UNK	C
CLUG_01349	1.0889	C6.9L3	UNK	C
CLUG_01349	1.1654	C7.9L4	UNK	C
CLUG_01349	1.3008	C8.9M1	UNK	C
CLUG_01349	1.1332	C9.9M2	UNK	C
CLUG_01349	1.1376	ctl1.AL1B	L	A
CLUG_01349	1.1163	ctl2.AL1B	L	A
CLUG_01349	1.1232	ctl3.C9L1	UNK	C
CLUG_01350	1.0679	A10.L4C	L	A
CLUG_01350	1.0826	A11.L11G	L	A
CLUG_01350	1.0491	A12.L10B	L	A
CLUG_01350	1.1185	A13.L3B	L	A
CLUG_01350	1.0982	A14.L4E	L	A
CLUG_01350	1.0291	A15.L4G	L	A
CLUG_01350	1.0645	A16.L7C	L	A
CLUG_01350	1.0910	A17.L1B	L	A
CLUG_01350	1.1053	A18.S4H	S	A
CLUG_01350	1.2061	A19.S3B	S	A
CLUG_01350	1.1017	A2.U10A	U	A
CLUG_01350	1.0264	A20.S1E	S	A
CLUG_01350	1.1507	A21.S8A	S	A
CLUG_01350	1.1171	A22.UpperP	U	A
CLUG_01350	1.1592	A23.LowerP	L	A
CLUG_01350	1.1537	A24.SputuP	S	A
CLUG_01350	1.2065	A3.U3G	U	A
CLUG_01350	1.0105	A4.U3B	U	A
CLUG_01350	1.1692	A5.U10D	U	A
CLUG_01350	1.0417	A6.U5C	U	A
CLUG_01350	1.0877	A7.U3E	U	A
CLUG_01350	1.0921	A8.U2E	U	A
CLUG_01350	1.0448	A9.L3D	L	A
CLUG_01350	1.1296	ATCC42720	UNK	ATCC42720
CLUG_01350	1.1821	B16.1310D	UNK	B
CLUG_01350	1.2820	B17.1311G	UNK	B
CLUG_01350	1.1155	B18.1312G	UNK	B
CLUG_01350	1.1678	B19.1310A	UNK	B
CLUG_01350	1.1179	B20.1311A	UNK	B
CLUG_01350	1.1004	B21.1312A	UNK	B
CLUG_01350	1.1008	B22.134E	UNK	B
CLUG_01350	1.0425	B23.133H	UNK	B
CLUG_01350	1.1231	B24.133F	UNK	B
CLUG_01350	1.1551	B25.135C	UNK	B
CLUG_01350	1.0614	B26.131A	UNK	B
CLUG_01350	1.0865	B27.136A	UNK	B
CLUG_01350	0.9982	B28.13UM	UNK	B
CLUG_01350	1.2347	C10.9M3	UNK	C
CLUG_01350	1.2077	C11.9M41	UNK	C
CLUG_01350	1.0959	C12.9U1	UNK	C
CLUG_01350	1.0590	C13.9U2	UNK	C
CLUG_01350	1.0825	C14.9U3	UNK	C
CLUG_01350	1.1470	C15.9U4s	UNK	C
CLUG_01350	1.1582	C4.9L1	UNK	C
CLUG_01350	1.2675	C5.9L2	UNK	C
CLUG_01350	1.1008	C6.9L3	UNK	C
CLUG_01350	1.1517	C7.9L4	UNK	C
CLUG_01350	1.3459	C8.9M1	UNK	C
CLUG_01350	1.1351	C9.9M2	UNK	C
CLUG_01350	1.1490	ctl1.AL1B	L	A
CLUG_01350	1.1426	ctl2.AL1B	L	A
CLUG_01350	1.1015	ctl3.C9L1	UNK	C
CLUG_01351	1.0603	A10.L4C	L	A
CLUG_01351	1.0635	A11.L11G	L	A
CLUG_01351	0.9977	A12.L10B	L	A
CLUG_01351	1.0950	A13.L3B	L	A
CLUG_01351	1.0314	A14.L4E	L	A
CLUG_01351	0.9074	A15.L4G	L	A
CLUG_01351	0.9715	A16.L7C	L	A
CLUG_01351	1.0399	A17.L1B	L	A
CLUG_01351	1.0037	A18.S4H	S	A
CLUG_01351	1.0688	A19.S3B	S	A
CLUG_01351	1.0340	A2.U10A	U	A
CLUG_01351	0.9631	A20.S1E	S	A
CLUG_01351	1.0911	A21.S8A	S	A
CLUG_01351	1.0815	A22.UpperP	U	A
CLUG_01351	1.0572	A23.LowerP	L	A
CLUG_01351	1.0561	A24.SputuP	S	A
CLUG_01351	0.9929	A3.U3G	U	A
CLUG_01351	1.0400	A4.U3B	U	A
CLUG_01351	1.0310	A5.U10D	U	A
CLUG_01351	0.9958	A6.U5C	U	A
CLUG_01351	0.9491	A7.U3E	U	A
CLUG_01351	1.0509	A8.U2E	U	A
CLUG_01351	1.1074	A9.L3D	L	A
CLUG_01351	0.9999	ATCC42720	UNK	ATCC42720
CLUG_01351	1.0888	B16.1310D	UNK	B
CLUG_01351	1.1807	B17.1311G	UNK	B
CLUG_01351	0.9987	B18.1312G	UNK	B
CLUG_01351	1.0678	B19.1310A	UNK	B
CLUG_01351	0.9747	B20.1311A	UNK	B
CLUG_01351	1.0299	B21.1312A	UNK	B
CLUG_01351	1.0456	B22.134E	UNK	B
CLUG_01351	0.9663	B23.133H	UNK	B
CLUG_01351	1.0345	B24.133F	UNK	B
CLUG_01351	1.1043	B25.135C	UNK	B
CLUG_01351	1.0349	B26.131A	UNK	B
CLUG_01351	1.0221	B27.136A	UNK	B
CLUG_01351	0.9949	B28.13UM	UNK	B
CLUG_01351	1.2263	C10.9M3	UNK	C
CLUG_01351	1.0593	C11.9M41	UNK	C
CLUG_01351	1.0460	C12.9U1	UNK	C
CLUG_01351	1.0259	C13.9U2	UNK	C
CLUG_01351	1.0234	C14.9U3	UNK	C
CLUG_01351	1.0192	C15.9U4s	UNK	C
CLUG_01351	1.1271	C4.9L1	UNK	C
CLUG_01351	1.1497	C5.9L2	UNK	C
CLUG_01351	1.0140	C6.9L3	UNK	C
CLUG_01351	1.0453	C7.9L4	UNK	C
CLUG_01351	1.2569	C8.9M1	UNK	C
CLUG_01351	1.0613	C9.9M2	UNK	C
CLUG_01351	1.0424	ctl1.AL1B	L	A
CLUG_01351	1.0520	ctl2.AL1B	L	A
CLUG_01351	1.0330	ctl3.C9L1	UNK	C
CLUG_01352	1.0472	A10.L4C	L	A
CLUG_01352	1.0808	A11.L11G	L	A
CLUG_01352	1.0118	A12.L10B	L	A
CLUG_01352	1.0680	A13.L3B	L	A
CLUG_01352	1.0451	A14.L4E	L	A
CLUG_01352	0.9285	A15.L4G	L	A
CLUG_01352	0.9931	A16.L7C	L	A
CLUG_01352	0.9527	A17.L1B	L	A
CLUG_01352	1.0576	A18.S4H	S	A
CLUG_01352	1.0740	A19.S3B	S	A
CLUG_01352	1.0636	A2.U10A	U	A
CLUG_01352	1.0029	A20.S1E	S	A
CLUG_01352	1.0991	A21.S8A	S	A
CLUG_01352	1.0882	A22.UpperP	U	A
CLUG_01352	1.0336	A23.LowerP	L	A
CLUG_01352	1.0439	A24.SputuP	S	A
CLUG_01352	1.1295	A3.U3G	U	A
CLUG_01352	0.9960	A4.U3B	U	A
CLUG_01352	1.1010	A5.U10D	U	A
CLUG_01352	0.9775	A6.U5C	U	A
CLUG_01352	0.9575	A7.U3E	U	A
CLUG_01352	0.9804	A8.U2E	U	A
CLUG_01352	1.0976	A9.L3D	L	A
CLUG_01352	0.9941	ATCC42720	UNK	ATCC42720
CLUG_01352	1.0753	B16.1310D	UNK	B
CLUG_01352	1.1695	B17.1311G	UNK	B
CLUG_01352	1.0332	B18.1312G	UNK	B
CLUG_01352	1.0630	B19.1310A	UNK	B
CLUG_01352	1.0255	B20.1311A	UNK	B
CLUG_01352	1.0138	B21.1312A	UNK	B
CLUG_01352	1.0358	B22.134E	UNK	B
CLUG_01352	1.0414	B23.133H	UNK	B
CLUG_01352	1.0232	B24.133F	UNK	B
CLUG_01352	1.1332	B25.135C	UNK	B
CLUG_01352	0.9980	B26.131A	UNK	B
CLUG_01352	1.0209	B27.136A	UNK	B
CLUG_01352	0.9513	B28.13UM	UNK	B
CLUG_01352	1.2537	C10.9M3	UNK	C
CLUG_01352	1.1604	C11.9M41	UNK	C
CLUG_01352	1.0710	C12.9U1	UNK	C
CLUG_01352	0.9863	C13.9U2	UNK	C
CLUG_01352	1.0466	C14.9U3	UNK	C
CLUG_01352	1.0141	C15.9U4s	UNK	C
CLUG_01352	1.1040	C4.9L1	UNK	C
CLUG_01352	1.1510	C5.9L2	UNK	C
CLUG_01352	1.0012	C6.9L3	UNK	C
CLUG_01352	1.0841	C7.9L4	UNK	C
CLUG_01352	1.2933	C8.9M1	UNK	C
CLUG_01352	1.0669	C9.9M2	UNK	C
CLUG_01352	1.1012	ctl1.AL1B	L	A
CLUG_01352	1.0700	ctl2.AL1B	L	A
CLUG_01352	1.0208	ctl3.C9L1	UNK	C
CLUG_01353	1.0026	A10.L4C	L	A
CLUG_01353	0.9950	A11.L11G	L	A
CLUG_01353	1.0503	A12.L10B	L	A
CLUG_01353	1.0269	A13.L3B	L	A
CLUG_01353	0.9865	A14.L4E	L	A
CLUG_01353	0.8891	A15.L4G	L	A
CLUG_01353	0.9557	A16.L7C	L	A
CLUG_01353	0.9002	A17.L1B	L	A
CLUG_01353	1.0698	A18.S4H	S	A
CLUG_01353	1.0610	A19.S3B	S	A
CLUG_01353	1.0006	A2.U10A	U	A
CLUG_01353	0.9910	A20.S1E	S	A
CLUG_01353	1.0897	A21.S8A	S	A
CLUG_01353	0.9788	A22.UpperP	U	A
CLUG_01353	1.0158	A23.LowerP	L	A
CLUG_01353	0.9883	A24.SputuP	S	A
CLUG_01353	1.0317	A3.U3G	U	A
CLUG_01353	1.0066	A4.U3B	U	A
CLUG_01353	1.0435	A5.U10D	U	A
CLUG_01353	1.0061	A6.U5C	U	A
CLUG_01353	0.9995	A7.U3E	U	A
CLUG_01353	1.0236	A8.U2E	U	A
CLUG_01353	1.0420	A9.L3D	L	A
CLUG_01353	1.0997	ATCC42720	UNK	ATCC42720
CLUG_01353	1.1903	B16.1310D	UNK	B
CLUG_01353	1.2391	B17.1311G	UNK	B
CLUG_01353	1.0759	B18.1312G	UNK	B
CLUG_01353	1.0837	B19.1310A	UNK	B
CLUG_01353	1.1266	B20.1311A	UNK	B
CLUG_01353	1.1178	B21.1312A	UNK	B
CLUG_01353	1.1107	B22.134E	UNK	B
CLUG_01353	1.0614	B23.133H	UNK	B
CLUG_01353	1.0565	B24.133F	UNK	B
CLUG_01353	1.1739	B25.135C	UNK	B
CLUG_01353	1.0326	B26.131A	UNK	B
CLUG_01353	1.0947	B27.136A	UNK	B
CLUG_01353	1.1677	B28.13UM	UNK	B
CLUG_01353	1.2839	C10.9M3	UNK	C
CLUG_01353	1.1204	C11.9M41	UNK	C
CLUG_01353	1.1188	C12.9U1	UNK	C
CLUG_01353	1.0112	C13.9U2	UNK	C
CLUG_01353	1.0530	C14.9U3	UNK	C
CLUG_01353	1.1370	C15.9U4s	UNK	C
CLUG_01353	1.2118	C4.9L1	UNK	C
CLUG_01353	1.3112	C5.9L2	UNK	C
CLUG_01353	1.1216	C6.9L3	UNK	C
CLUG_01353	1.1008	C7.9L4	UNK	C
CLUG_01353	1.2915	C8.9M1	UNK	C
CLUG_01353	1.1318	C9.9M2	UNK	C
CLUG_01353	1.1133	ctl1.AL1B	L	A
CLUG_01353	1.1361	ctl2.AL1B	L	A
CLUG_01353	1.1728	ctl3.C9L1	UNK	C
CLUG_01354	0.8564	A10.L4C	L	A
CLUG_01354	1.1338	A11.L11G	L	A
CLUG_01354	1.0530	A12.L10B	L	A
CLUG_01354	0.9663	A13.L3B	L	A
CLUG_01354	0.9993	A14.L4E	L	A
CLUG_01354	0.9334	A15.L4G	L	A
CLUG_01354	0.9742	A16.L7C	L	A
CLUG_01354	1.0561	A17.L1B	L	A
CLUG_01354	0.9530	A18.S4H	S	A
CLUG_01354	1.2038	A19.S3B	S	A
CLUG_01354	0.9216	A2.U10A	U	A
CLUG_01354	1.0302	A20.S1E	S	A
CLUG_01354	1.0202	A21.S8A	S	A
CLUG_01354	1.0304	A22.UpperP	U	A
CLUG_01354	0.9929	A23.LowerP	L	A
CLUG_01354	1.0149	A24.SputuP	S	A
CLUG_01354	1.0306	A3.U3G	U	A
CLUG_01354	1.0426	A4.U3B	U	A
CLUG_01354	1.0982	A5.U10D	U	A
CLUG_01354	1.0303	A6.U5C	U	A
CLUG_01354	1.1332	A7.U3E	U	A
CLUG_01354	1.0164	A8.U2E	U	A
CLUG_01354	1.0904	A9.L3D	L	A
CLUG_01354	1.0770	ATCC42720	UNK	ATCC42720
CLUG_01354	1.1794	B16.1310D	UNK	B
CLUG_01354	1.2480	B17.1311G	UNK	B
CLUG_01354	1.0357	B18.1312G	UNK	B
CLUG_01354	1.0944	B19.1310A	UNK	B
CLUG_01354	1.1031	B20.1311A	UNK	B
CLUG_01354	1.1121	B21.1312A	UNK	B
